#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,סגור
AnalyticMotionDetectionImagePanelRemoveRod,מחק אזור אי-הכללה
AnalyticMotionDetectionImagePanelResetRoi,אפס אזור הכללה
AnalyticMotionDetectionHomePositionWarning,הגדרת התצורה תחול על עמדת הבית בלבד.


AnalyticMotionDetectionImagePanelMinimum,מינ'
AnalyticMotionDetectionImagePanelMaximum,מקס'
AnalyticMotionDetectionImagePanelLow,נמוך
AnalyticMotionDetectionImagePanelHigh,גבוה

AnalyticMotionDetectionEventNameLabel,שם אירוע

AnalyticMotionDetectionObjectTypeLabel,סוגי אובייקטים
AnalyticMotionDetectionPersonLabel,אדם
AnalyticMotionDetectionVehicleLabel,רכב

AnalyticMotionDetectionSensitivityLabel,רגישות:
AnalyticMotionDetectionDetectionTimeLabel,זמן זיהוי
AnalyticMotionDetectionNumObjects,מספר אובייקטים

AnalyticMotionDetectionPreMotionRecordTimeLabel,שעת תיעוד קדם-תנועה
AnalyticMotionDetectionPostMotionRecordTimeLabel,שעת תיעוד אחרי-תנועה

AnalyticMotionDetectionSecondsLabel,שניות
AnalyticMotionDetectionSecondsParamLabel,%1% שניות

AnalyticMotionDetectionDetectionTimoutLabel,זמן קצוב

AnalyticMotionDetectionModePixel,זיהוי תנועה ברמת הפיקסל
AnalyticMotionDetectionModeAnalytic,גילוי תנועת אובייקט מסווג

AnalyticMotionDetectionImagePanelReverseBeam,כיוון הפוך 
AnalyticMotionDetectionImagePanelBidirectionalBeam,דו-כיווני

#################################################
# Digital Inputs & Outputs Setup Strings
#################################################

DigitalIoMgmtSetupPageText,קלטים ופלטים דיגיטליים
DigitalInputListText,קלטים דיגיטליים:
DigitalOutputListText,פלטים דיגיטליים:
DigitalInputChannelLabel,קלט דיגיטלי %1%
DigitalInputMaxRecordTimeText,משך הקלטה:
DigitalInputNameLabelText,שם:
DigitalOutputNameLabelText,שם:
DigitalInputPolarityLabelText,מצב מעגל:
DigitalInputPolarityHigh,בדרך-כלל פתוח
DigitalInputPolarityLow,בדרך-כלל סגור
DigitalInputPostRecordTimeUnlimitedText,עקוב אחר אירוע
DigitalInputPostRecordTimeLimitedText,זמן מרבי:
DigitalInputPreBufferLabel,זמן הקלטה לפני אירוע:
DigitalInputPostBufferLabel,זמן הקלטה לאחר אירוע:
DigitalInputCameraText,קישור למצלמות:
DigitalOutputChannelLabel,פלט דיגיטלי %1%
DigitalOutputNormalCircuitStateClosedLabel,בדרך-כלל סגור
DigitalOutputNormalCircuitStateOpenLabel,בדרך-כלל פתוח
DigitalOutputManualCameraText,קישור למצלמות:
DigitalOutputManualActivationLabel,אופן פעולה של גורם מפעיל:
DigitalOutputManualActivationText,הפעל
DigitalOutputManualPulseText,מתקפים
DigitalOutputManualActivationDurationText,משך זמן:
DigitalOutputManualActivationOnlyDurationText,משך פעולת גורם מפעיל:
DigitalOutputManualPulsePeriodText,פרק זמן:
DigitalOutputManualPulseOnlyPeriodText,תקופת פעולת גורם מפעיל:
DigitalOutputManualPulsePeriodSuffix,ms
DigitalOutputManualPulseDutyCycleText,הספק:
DigitalOutputManualPulseOnlyDutyCycleText,הספק גורם מפעיל:
DigitalOutputManualPulseDutyCycleSuffix,%%
DigitalOutputManualPulseRepeatText,ספירה חוזרת:
DigitalOutputManualPulseOnlyRepeatText,הפעלת ספירה חוזרת:


#################################################
# Audio Setup Strings
#################################################

AudioSetupPageText,מיקרופון
AudioSetupPageDeviceListHeader,קלטי מיקרופון:
AudioSetupPageChannelSuffix,ערוץ קלט שמע %1%
AudioSetupPageNameLabel,שם:
AudioSetupPageSourceTypeLabel,מקור:
AudioSetupPageSourceTypeMicrophone,מיקרופון
AudioSetupPageSourceTypeLine,קו
AudioSetupPageGainLabel,שבח:
AudioSetupPageGainItemLabel,‎%1% dB
AudioSetupPageEnableLabel,אפשר
AudioSetupPageDeviceLabel,קישור למצלמות:
AudioSetupPageConflictMessage,המצלמה '%1%' מקושרת כעת לקלט מיקרופון אחר. קישור זה יוסר אם תמשיך.\n\nהאם אתה בטוח שברצונך להמשיך?
AudioSetupPageListenLabel,האזנה
AudioSetupPageStopLabel,השתקה
AudioSetupPageListenNoCamera,קלט מיקרופון זה אינו מקושר למצלמות כלשהן.\n\nכדי להאזין לקלט מיקרופון זה, תחילה עליך לבחור מצלמה\nשאליה יבוצע קישור ולאחר מכן ללחוץ על 'החל'.
AudioSetupPageEnabledNoMappingError,קלט המיקרופון '%1%' חייב להיות מקושר למצלמה לפני שניתן יהיה להפעילו.
AudioSetupPageNoLinkWarning,אף מצלמה אינה מקושרת לקלט מיקרופון זה.

#################################################
# Device Speaker Setup Strings
#################################################

DeviceSpeakerSetupPageText,דובר
DeviceSpeakerSetupPageDeviceListHeader,פלטי רמקול:
DeviceSpeakerSetupPageChannelSuffix,ערוץ פלט שמע %1%
DeviceSpeakerSetupPageNameLabel,שם:
DeviceSpeakerSetupPageRecordLabel,הקלט פלט רמקול
DeviceSpeakerSetupPageVolumeLabel,עוצמת קול:
DeviceSpeakerSetupPageEnableLabel,אפשר
DeviceSpeakerSetupPageDeviceLabel,קישור למצלמות:
DeviceSpeakerSetupPageEnabledNoMappingError,הרמקול '%1%' חייב להיות מקושר למצלמה לפני שניתן יהיה להפעילו.
DeviceSpeakerSetupPageNoLinkWarning,אף מצלמה אינה מקושרת לרמקול זה.
DeviceSpeakerLevelLabel,רמת מיקרופון:

#################################################
# Analytic Channel Setup Strings
#################################################

AnalyticChannelSetupPageText,תצורת ניתוח וידאו
AnalyticChannelSetupPageCameraLink,קישור למצלמה:

AnalyticChannelSetupErrorLinkExceedPixelLimit,הרזולוציה למצלמה שנבחרה גבוהה מדי עבור מכשיר זה. 
AnalyticChannelSetupErrorLinkNoValidStream,במצלמה שנבחרה אין זרם וידיאו חוקי למכשיר זה.
AnalyticChannelSetupErrorLinkDeviceNotFound,חיבור המצלמה נכשל. לא נמצאה מצלמה. 
AnalyticChannelSetupErrorLinkFail,חיבור המצלמה נכשל.
AnalyticChannelSetupErrorLinkRemoveFail,ניתוק המצלמה נכשל. 
AnalyticChannelSetupErrorLinkAlreadyExists,המצלמה שנבחרה כבר מחוברת למכשיר אחר של ניתוח סרטונים.

#################################################
# Video Analytics Configuration Strings
#################################################

AnalyticConfigurationLocationLabel,מקום:
AnalyticConfigurationLocationOutdoor,חוץ
AnalyticConfigurationLocationIndoor,אזור פנים גדול
AnalyticConfigurationLocationIndoorOverhead,תקורת פנים
AnalyticConfigurationLocationOutdoorHighSensitivity,רגישות גבוהה בחוץ

AnalyticConfigurationSelfLearningEnable,הפעל למידה עצמית
AnalyticConfigurationSelfLearningReset,איפוס לימוד עצמי
AnalyticConfigurationSelfLearningResetConfirm,למידה מחדש של הסצנה עשויה להימשך מספר שעות. האם להמשיך?
AnalyticConfigurationSelfLearningProgress,התקדמות לימוד עצמי:
AnalyticConfigurationTamperingSensitivity,רגישות לשינויים שלא כדין:

AnalyticConfigurationMaximumRegionsOfDisinterest,המערכת הגיעה למספר המרבי של אזורי אי-הכללה.

AnalyticConfigurationNoiseFilterEnable,הפעל מסנן רעשים

AnalyticConfigurationCameraTypeLabel,סוג המצלמה:
AnalyticConfigurationCameraTypeDayAndNight,יום ולילה
AnalyticConfigurationCameraTypeColor,צבע
AnalyticConfigurationCameraTypeBlackAndWhite,שחור-לבן
AnalyticConfigurationCameraTypeThermal,FLIR

AnalyticEventConfigurationEventConfigLabel,תצורות אירוע ניתוח נתונים:

AnalyticConfigurationLinkedDeviceLabel,מצלמה מקושרת:
AnalyticConfigurationLinkedDeviceNone,ללא

AnalyticEventConfigurationEventName,שם:
AnalyticEventConfigurationEventEnabled,אירוע מאופשר
AnalyticEventConfigurationEventDisabled,אירוע מושבת
AnalyticEventConfigurationEventObjectTypes,סוגי אובייקטים:
AnalyticEventConfigurationEventActivityType,פעילות:
AnalyticEventConfigurationEventDetectionTime,זמן זיהוי:
AnalyticEventConfigurationEventSensitivity,רגישות:
AnalyticEventConfigurationAddButton,הוסף
AnalyticEventConfigurationEditButton,ערוך
AnalyticEventConfigurationDeleteButton,מחק

AnalyticEventConfigurationShowAdvancedOptions,הצג אפשרויות מתקדמות
AnalyticEventConfigurationHideAdvancedOptions,הסתר אפשרויות מתקדמות

AnalyticEventConfigurationMinObjectCount,מספר אובייקטים מינימלי
AnalyticEventConfigurationMaxObjectCount,מספר אובייקטים מקסימלי

AnalyticEventConfigurationEnabledDirectionOfTravel,כיוון אסור:

AnalyticEventConfigurationDetectionClassUnknown,לא ידוע
AnalyticEventConfigurationDetectionClassPerson,אדם
AnalyticEventConfigurationDetectionClassVehicle,רכב
AnalyticEventConfigurationDetectionClassSuspicious,חשוד
AnalyticEventConfigurationDetectionClassBoat,סירה

AnalyticEventConfigurationEventEnable,מופעל

AnalyticEventConfigurationNameChangeWarning,שינוי השם של אירוע ניתוח נתונים יפר כללים מקושרים. להמשיך?
AnalyticEventConfigurationSaveFailureMessage,אירעה שגיאה במהלך שמירת אירועי ניתוח נתונים.
AnalyticEventConfigurationDuplicateNameChangeError,אירוע ניתוח נתונים בשם הנתון קיים כבר בהתקן זה.


#################################################
# Alarm Monitoring Strings
#################################################

AlarmPanelTitle,התראות

AlarmActiveCountLabel,%1% התראות פעילות
AlarmAssignedCountLabel,%1% התראות הוקצו לאחרים
AlarmAssignedToMeCountLabel,%1% התראות הוקצו לך

AlarmActiveFilter,התראות פעילות
AlarmAssignedToYouFilter,התראות שמוקצות לי
AlarmAssignedToOtherFilter,התראות שמוקצות לאחרים
AlarmAcknowledgedFilter,התראות שאושרו
AlarmTopFilter,התראות מובילות

AlarmNoneAvailableWarning,אין התראות הדורשות טיפול

AlarmPanelAlarmListTitle,התראות
AlarmPanelAssignedListTitle,התראות שהוקצו
AlarmPanelHistoryTitle,גורמים מפעילים של התראות
AlarmPanelLiveDisplayTimeText,שידור חי
AlarmPanelAckTitle,אישור התראה
AlarmPanelAckLabel,אשר
AlarmPanelClaimLabel,הקצה התראה
AlarmPanelUnclaimLabel,בטל הקצאת התראה
AlarmPanelViewLabel,פתח בתצוגה
AlarmPanelPixelSearchLabel,חיפוש התראה
AlarmPanelExportLabel,יצא התראה
AlarmPanelPurgeLabel,מחק התראה
AlarmPanelBookmarkLabel,סמן התראה


AlarmPanelNameColumn,שם
AlarmPanelPriorityColumn,קדימות
AlarmPanelTimeColumn,שעה
AlarmPanelStatusColumn,סטטוס

AlarmStatusAcknowledged,אושרה
AlarmStatusAutoAcknowledged,לא אושרה
AlarmStatusActive,פעיל
AlarmStatusAssigned,הוקצתה ל-%1%
AlarmStatusAssignedToMe,הוקצתה

AlarmAckTitle,אישור התראה
AlarmAckNoteLabel,הערה:
AlarmAckYesLabel,כן
AlarmAckNoLabel,לא
AlarmAckNoteRequiredText,נדרשת תגובה כדי לאשר התראה זו.
AlarmAckAckBtnLabel,אשר

AlarmAckDigitalOutputTitle,הפעל פלט דיגיטלי
AlarmAckDigitalOutputQuery,האם אתה בטוח שברצונך להפעיל את '%1%'?
AlarmAckDigitalOutputPluralQuery,האם אתה בטוח שברצונך להפעיל את '%1%'?
AlarmAckGeneralQuery,האם אתה בטוח שברצונך לאשר התראה זו?

AlarmLogActive,הופעלה התראה ב-%1%

# Image panel overlay strings
AlarmOverlayTitle,%1% פעילה
AlarmOverlayAckToolTip,אישור התראה


#################################################
# Search Strings
#################################################

SearchPanelEventTitle,חיפוש: אירוע
SearchPanelAppearanceTitle,חיפוש: מראה
SearchPanelBookmarkTitle,חיפוש: סימנייה
SearchPanelPixelTitle,חיפוש: תנועה
SearchPanelLprTitle,חיפוש: לוחיות רישוי
SearchPanelThumbnailTitle,חיפוש: תמונות ממוזערות
SearchPanelPosTitle,חיפוש: טרנזקציות POS
SearchPanelAlarmTitle,חיפוש: התראות
SearchEventTypeText,אירועים לחיפוש:
SearchEventTypeMotion,אירועי תנועה
SearchEventTypeDigitalInput,אירועי קלט דיגיטלי
SearchEventTypeClassifiedObject,אירועי אובייקטים מסווגים
SearchTextSourcesText,מקורות טרנזקציית POS לחיפוש:
SearchAlarmsText,התראות לחיפוש:
SearchCancelButtonText,הפסקת החיפוש
SearchPixelThresholdText,סף:
SearchPixelResultSeparateText,אובייקטים נפרדים
SearchPixelResultJoinText,צרף תוצאות עם פחות מ-
SearchPixelResultJoinPostText,שניות הבדל
SearchPixelSettingsGroupBoxText,אפשרויות חיפוש פיקסלים:
SearchClassifiedObjectSettingsGroupBoxText,אפשרויות חיפוש אחר אובייקטים מסווגים:
SearchClassifiedDwellTimeText,זמן זיהוי מינימלי:
SearchClassifiedResultJoinText,זמן הצטרפות
SearchClassifiedDisplayResultsText,הצג תוצאות כ:
SearchClassifiedDwellTimePostText,שניות
SearchClassifiedCertaintyText,רמת ביטחון:
SearchPixelModeToolbarButtonText,תנועת פיקסלים
SearchClassifiedObjectModeToolbarButtonText,תנועת אובייקטים מסווגים
SearchLprGroupBoxText,אפשרויות חיפוש לוחית רישוי:
SearchLprPlateText,לוחית רישוי:
SearchLprMinConfidenceLabel,רמת ביטחון מזערית:
SearchLprMinLabelConfidenceLabel,0%%
SearchLprMaxLabelConfidenceLabel,100%%
SearchLprConfidenceValueSuffixLabel,%%
SearchBookmarkLabel,חיפוש:
SearchPosLabel,חיפוש טקסט:
SearchPosTextLabel,טקסט:
SearchPosMethodLabel,שיטה:
SearchPosMatchCaseLabel,התאם רישיות
SearchPosMatchWholeWordLabel,התאם מילים שלמות
SearchPosMethodNormal,רגיל
SearchPosMethodWildCards,תווים כלליים
SearchPosMethodRegex,ביטויים קבועים
SearchApperanceDeviceLabel,התקן:
SearchApperanceDateTimeLabel,תאריך ושעה:
SearchApperanceReferenceImageLabel,תמונת ייחוס:
SearchResultActionExportText,יצא אירוע זה
SearchResultActionRefineText,בצע חיפוש תנועה באירוע זה
SearchResultActionEditBookmarkText,ערוך סימנייה זו
SearchResultActionAddBookmarkText,סמן אירוע זה
SearchResultActionAddToNewView,הוסף לתצוגה חדשה
SearchResultActionIndividualClassifiedObjectSearchText,חפש אובייקטים נפרדים באירוע זה
SearchResultColumnType,‏‏סוג
SearchResultColumnCluster,אתר
SearchResultColumnServer,שרת
SearchResultColumnDevice,מצלמה
SearchResultColumnStartDate,תאריך התחלה
SearchResultColumnStartTime,שעת התחלה
SearchResultColumnStartMs,שעת התחלה (ms)
SearchResultColumnEndDate,תאריך סיום
SearchResultColumnEndTime,שעת סיום
SearchResultColumnEndMs,שעת סיום (ms)
SearchResultColumnDate,תאריך
SearchResultColumnTime,שעה
SearchResultColumnMs,זמן (ms)
SearchResultColumnDuration,משך זמן
SearchResultColumnDigitalInput,מקור
SearchResultColumnLprString,לוחית רישוי
SearchResultColumnTextSource,מקור טרנזקציה
SearchResultColumnAlarm,התראה
SearchResultColumnEvent,אירוע
SearchResultColumnNote,הערה
SearchResultColumnTitle,כותרת
SearchResultColumnObjectId,מזהה
SearchResultColumnObjectType,‏‏סוג
SearchResultColumnCertainty,רמת ביטחון
SearchResultColumnDwellTime,משך זמן
SearchResultColumnPersonCount,ספירת אנשים
SearchResultColumnVehicleCount,ספירת כלי רכב
SearchResultColumnTotalCount,ספירת אובייקטים
SearchResultColumnMaxCertainty,רמת ביטחון מרבית
SearchResultColumnMinCertainty,רמת ביטחון מזערית
SearchResultColumnAvgCertainty,רמת ביטחון ממוצעת
SearchResultColumnScore,ציון
SearchResultColumnDistance,מרחק
SearchResultColumnTimeDifference,הפרשי שעות
SearchResultCountString,נמצאו %1% תוצאות
SearchResultSearchResultCount,תוצאות שהתקבלו
SearchResultInfoDigitalInput,אירוע קלט דיגיטלי
SearchResultInfoDigitalInputSource,כניסה:
SearchResultInfoBookmark,סימנייה
SearchResultInfoMotion,אירוע תנועה
SearchResultInfoDetectionBox,אירוע של אובייקט מסווג
SearchResultInfoDetectionBoxSummary,אירוע סיכום של אובייקטים מסווגים
SearchResultInfoAppearanceSearchSummary,מראה
SearchResultInfoLpr,לוחית רישוי
SearchResultInfoStartTime,התחלה:
SearchResultInfoEndTime,סיום:
SearchResultInfoDurationLabel,משך זמן:
SearchResultInfoLprString,לוחית רישוי:
SearchResultInfoLprConfidence,רמת ביטחון:
SearchResultInfoBookmarkName,שם:
SearchResultInfoBookmarkUserName,נוצר על-ידי:
SearchResultInfoBookmarkCameras,מצלמות:
SearchResultInfoBookmarkCreationTime,נוצר ב:
SearchResultInfoBookmarkDescription,תיאור:
SearchResultInfoPos,טרנזקציית POS
SearchResultInfoAlarm,התראה:
SearchResultInfoAlarmNote,הערה:


SearchSystemTreeTitle,מצלמות לחיפוש:
SearchSystemTreeTitleSingle,מצלמה לחיפוש:
SearchChangeButtonText,החלפת חיפוש
SearchStartButtonText,חיפוש
SearchSpinnerText,מחפש...
SearchResultEventTypeDigitalInput,קלט דיגיטלי
SearchResultEventTypeMotion,תנועה
SearchResultEventTypeAnalyticEvent,אובייקט מסווג
SearchResultEventTypeBookmark,סימנייה
SearchTimeRangeText,טווח זמנים לחיפוש:
SearchExportToCsvText,ייצא תוצאות לקובץ
SearchExportToCsvFilter,קובצי CSV ‏(‎*.csv)‏|‎*.cs|קובצי טקסט (‎*.txt)|‏‎*.txt|כל הקבצים ‎(*.*)|*.*‎
SearchReSearchButtonText,חיפוש חוזר
SearchStepInButtonText,כניסה
SearchStepOutButtonText,חזרה
SearchOpenViewButtonText,פתח בתצוגה
SearchThumbnailLargeSizeText,תמונות ממוזערות גדולות
SearchThumbnailMidSizeText,תמונות ממוזערות בינוניות
SearchThumbnailSmallSizeText,תמונות ממוזערות קטנות

#################################################
# Save File Dialog Strings
#################################################

ErrorNoFile,יש לציין שם קובץ.
ErrorNoDirectory,יש לציין ספרייה חוקית עבור הקובץ.
ErrorDirectoryDoesntExist,הספרייה '%1%' לא קיימת. ליצור?
ErrorCreatingDirectory,שגיאה: לא ניתן ליצור את הספרייה.
OverwritePossiblePrompt,ייתכן שקבצים ששמם מתחיל ב-'%1%' יידרסו. להמשיך?

#################################################
# Export Strings
#################################################

ExportTitle,ייצוא
ExportPreviewGroupText,תצוגה מקדימה
ExportPropertiesGroupText,אפשרויות ייצוא
ExportTypeLabel,תבנית:
ExportTypeAVE,מקורי
ExportTypeAVI,וידאו AVI
ExportTypePNG,תמונת PNG
ExportTypePNGMulti,תמונות PNG
ExportTypeJPEG,תמונת JPEG
ExportTypeJPEGMulti,תמונות JPEG
ExportTypePGM,תמונת PGM
ExportTypePGMMulti,תמונות PGM
ExportTypeTIFF,תמונת TIFF
ExportTypeTIFFMulti,תמונות TIFF
ExportTypePrint,תמונת תדפיס
ExportTypePDF,קובץ PDF
ExportTypeWAV,שמע WAV
ExportRateLabel,קצב העברת תמונות:
ExportRateFractionText,ייצא ב-
ExportRateFullLabel,מלא
ExportRatePeriodicLabel,מותאם אישית (ips‎)
ExportImageCountLabel,תמונות לייצוא:
ExportImageCountUnlimited,לא מוגבל
ExportPlayerWithDataText,ייצוא מתקין Control Center Player
ExportEncoderLabel,מקודד:
ExportEncoderNone,ללא
ExportVC1EncoderName,VC-1 ‏(Windows Media Video)
ExportH264EncoderName,H.264‏ (MPEG-4 AVC)
ExportMJPEGEncoderName,M-JPEG ‏(Motion JPEG)
ExportCompressionLabel,איכות:
ExportCompressionHigh,גבוהה
ExportCompressionMedium,בינונית
ExportCompressionLow,נמוכה
ExportResolutionLabel,רזולוציה:
ExportRoiLabel,שינוי אזור תמונה...
ExportRoiFormTitle,שינוי אזור תמונה
ExportRoiFormCaption,בחר את אזור התמונה לייצוא.
ExportSplitFilesSectionLabel,אחסון:
ExportMaxFileSizeLabel,גודל קובץ מרבי:
ExportSplitFilesPostLabel,MB
ExportSplitFilesUnlimited,לא מוגבל
ExportSplitFilesCD,650 (CD-ROM)
ExportSplitFilesLongCD,700 (CD-ROM)
ExportSplitFilesCD90min,800 (CD-ROM)
ExportSplitFilesDVD,4,700 (DVD-ROM)
ExportSplitFilesDLDVD,8,500 (DVD-R DL)
ExportSplitFilesBD,26,844 (BR-R)
ExportSplitFilesDLBD,53,687 (BR-R DL)
ExportSkipGapsLabel,דלג על פערי הקלטה
ExportOverlaysLabel,שכבות-על:
ExportOverlaysLocation,מיקום מצלמה
ExportOverlaysName,שם מצלמה
ExportOverlaysTimestamp,חותמת זמן
ExportDisplayPropertiesText,התאמות תצוגה...
ExportErrorInvalidFrames,יש לייצא תמונה אחת או יותר.
ExportErrorPlayerExeInvalid,חבילת הנגן אינה חוקית ולא ניתן לייצאה.
ExportTimeRangeGroupBox,טווח זמנים
ExportOverlaysAnalytics,פעילות ניתוח וידאו
ExportClipNameText,סרטון %1%
ExportClipsLabel,סרטונים:
ExportCamerasLabel,מצלמות:
ExportAddClipLabel,הוסף סרטון
ExportDeleteClipLabel,מחק סרטון
ExportInvalidClipError,יש לבחור לפחות התקן אחד עבור כל סרטון.

ExportIncompleteFrameCountSuccessMsg,הייצוא הושלם בהצלחה לפני ההגעה לספירת התמונות.
ExportIncompleteRangeSuccessMsg,הייצוא הושלם בהצלחה לפני תום טווח הזמן שצוין.
ExportInterruptedMsg,הייצוא הופסק על-ידי המשתמש.
ExportDiscBurnError,אירעה שגיאה בעת הכתיבה לדיסק.
ExportInterruptedAwaitingDiscMsg,הדיסק מלא. הייצוא הושהה. הכנס דיסק חדש.
ExportNoFrameMsg,טווח הזמן לייצוא לא כולל נתונים.
ExportServerErrorMsg,הייצוא הופסק בשל שגיאת שרת בלתי צפויה.
ExportPrintErrorMsg,היצוא הופסק עקב שגיאת מדפסת בלתי צפויה.
ExportPausedMsg,הייצוא הושהה.

ExportOverwriteMultiAfterPrompt,האם ברצונך להחליפם?
ExportOverwriteMultiBeforePrompt,קבצים אלה כבר קיימים ויידרסו:

ExportProgressData,נתונים: ‎%1$0.1f MB
ExportProgressDataEstimate,הערכה: ‎%1$0.1f MB
ExportProgressFrames,תמונות: %1%
ExportProgressDone,מייצא: בוצע
ExportProgressPercentage,מייצא: %1%%% בוצע
ExportProgressTimeEstimate,הזמן המשוער שנותר:
ExportProgressTimeEstimateHours,%1% שעות, %2% דקות
ExportProgressTimeEstimateMinutes,%1% דקות, %2% שניות
ExportProgressTimeEstimateSeconds,%1% שניות
ExportProgressTimeEstimateUnderSecond,שנייה
ExportProgressInitializingDiscWriter,מאתחל את כותב הדיסק. 
ExportProgressBurning,כותב לדיסק. 
ExportProgressVerifyingDisc,מאמת את הדיסק. 
ExportProgressFinalizingDisc,סוגר את הדיסק. 

ExportDoneText,אישור
ExportStartText,התחל ייצוא
ExportStopText,עצור ייצוא
ExportPauseText,השהה ייצוא
ExportResumeText,חדש ייצוא
ExportSuccessMsg,הייצוא הושלם בהצלחה.

ExportConnectionErrorMsg,אירעה שגיאת תקשורת בעת ניסיון לייצא.
ExportWriteErrorMsg,לא ניתן לשמור את הקובץ בדיסק.
ExportEncoderErrorMsg,הגדרות המקודד שצוינו נכשלו.

ExportWMPIncompatibleResQuery,ייתכן שקובצי AVI שנוצרו ברזולוציה שנבחרה לא יפעלו כהלכה ב-Windows Media Player‏.\nהאם להקטין את נפח קובץ ה-AVI כדי שיופעל כהלכה\nב-Windows Media Player?
ExportPagePrinterSettingsLabel,הגדרות מדפסת...
ExportPagePrinterLabel,מדפסת:
ExportPrintDocName,ייצוא של Avigilon Control Center
ExportPageNoPrinterError,לא ניתן לייצא:\nלא מותקנת מדפסת.
ExportPagePaperLabel,נייר:
ExportPageUserTextLabel,הוספת הערות ייצוא...
ExportPageUserTextTitle,הוסף הערות ייצוא
ExportPageUserTextCaption,הוסף להלן טקסט נלווה לתמונה המיוצאת

ExportDiscBurnButtonText,צריבה לדיסק
ExportDiscBurnDialogTitle,צריבה לדיסק
ExportDiscBurnDialogBurnerDevText,כונן דיסקים:
ExportDiscBurnDialogNameSelectTxt,שם קובץ:
ExportDiscBurnDialogDiscMediaInfo,סוג מדיה:
ExportDiscBurnDialogDiscFreeSpace,מקום פנוי:
ExportDiscBurnDialogDefaultName,ייצוא ACC - 
ExportDiscBurnDialogNoBurnersText,לא ניתן לצרוב את הדיסק. אין כונני דיסקים לכתיבה זמינים.
ExportDiscBurnDialogPleaseEnterBlankDiscTxt,הכנס דיסק ריק.
ExportDiscBurnDialogReadyToStartBurnTxt,מוכן לצרוב את הדיסק.

#################################################
# Supported media types for IMAPI and cd export
#################################################

MediaTypeIMAPI_MEDIA_TYPE_UNKNOWN,מדיה לא מוכרת / ריק
MediaTypeIMAPI_MEDIA_TYPE_CDROM,CD-ROM
MediaTypeIMAPI_MEDIA_TYPE_CDR,CD-R
MediaTypeIMAPI_MEDIA_TYPE_CDRW,CD-RW
MediaTypeIMAPI_MEDIA_TYPE_DVDROM,DVD ROM
MediaTypeIMAPI_MEDIA_TYPE_DVDRAM,DVD-RAM
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSR,DVD+R
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSRW,DVD+RW
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSR_DUALLAYER,DVD+R Dual Layer
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHR,DVD-R
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHRW,DVD-RW
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHR_DUALLAYER,DVD-R Dual Layer
MediaTypeIMAPI_MEDIA_TYPE_DISK,Random-Access Disc
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSRW_DUALLAYER,DVD+RW DL
MediaTypeIMAPI_MEDIA_TYPE_HDDVDROM,HD DVD-ROM
MediaTypeIMAPI_MEDIA_TYPE_HDDVDR,HD DVD-R
MediaTypeIMAPI_MEDIA_TYPE_HDDVDRAM,HD DVD-RAM
MediaTypeIMAPI_MEDIA_TYPE_BDROM,Blu-ray DVD‏ (BD-ROM)
MediaTypeIMAPI_MEDIA_TYPE_BDR,Blu-ray ‏(BDR)
MediaTypeIMAPI_MEDIA_TYPE_BDRE,Blu-ray ‏(BDRE)
MediaType_Error,כשל או כונן בשימוש


#################################################
# File Filter Strings
#################################################

FileFilterAVEAVK,קובצי AVE/AVK (*.ave,*.avk)|*.ave;*.avk|כל הקבצים (*.*)|*.*
FileFilterAVE,קובצי AVE (*.ave)|*.ave|כל הקבצים (*.*)|*.*
FileFilterAVI,קובצי AVI (*.avi)|*.avi|כל הקבצים (*.*)|*.*
FileFilterJPEG,קובצי JPEG (*.jpg,*.jpeg)|*.jpg;*.jpeg|כל הקבצים (*.*)|*.*
FileFilterPNG,קובצי PNG (*.png)|*.png|כל הקבצים (*.*)|*.*
FileFilterDNG,קובצי DNG (*.dng)|*.dng|כל הקבצים (*.*)|*.*
FileFilterPGM,קובצי PGM (*.pgm)|*.pgm|כל הקבצים (*.*)|*.*
FileFilterTIFF,קובצי TIFF (*.tif,*.tiff)|*.tif;*.tiff|כל הקבצים (*.*)|*.*
FileFilterPDF,קובצי PDF (*.pdf)|*.pdf|כל הקבצים (*.*)|*.*
FileFilterWAV,קובצי WAV (*.wav)|*.wav|כל הקבצים (*.*)|*.*
FileNotFoundDialogCaption,הקובץ לא נמצא
FileNotFoundDialogText,הקובץ לא נמצא או שלא ניתן לפתוח אותו


#################################################
# Backup Strings
#################################################

