#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Sluiten
ExportDeleteClipLabel,Clip verwijderen
ExportInvalidClipError,Voor iedere clip moet ten minste één apparaat worden geselecteerd.

ExportIncompleteFrameCountSuccessMsg,Export voltooid voordat het aantal beelden werd bereikt.
ExportIncompleteRangeSuccessMsg,Export voltooid voor het eind van het gespecificeerde tijdsbestek.
ExportInterruptedMsg,Export onderbroken door gebruiker.
ExportDiscBurnError,Er is een fout opgetreden bij het schrijven naar een schijf.
ExportInterruptedAwaitingDiscMsg,Schijf vol. Exporteren onderbroken. Plaats een nieuwe schijf.
ExportNoFrameMsg,Exporttijdsbestek bevat geen gegevens.
ExportServerErrorMsg,Export onderbroken vanwege onverwachte serverfout.
ExportPrintErrorMsg,Export onderbroken vanwege onverwachte printerfout.
ExportPausedMsg,Export is gepauzeerd.

ExportOverwriteMultiAfterPrompt,Wilt u ze vervangen?
ExportOverwriteMultiBeforePrompt,Deze bestanden bestaan al en worden overschreven:

ExportProgressData,Gegevens: %1$0.1f MB
ExportProgressDataEstimate,Schatting: %1$0.1f MB
ExportProgressFrames,Beelden: %1%
ExportProgressDone,Bezig met exporteren: Klaar
ExportProgressPercentage,Bezig met exporteren: %1%%% klaar
ExportProgressTimeEstimate,Geschatte resterende tijd:
ExportProgressTimeEstimateHours,%1% uur, %2% minuten
ExportProgressTimeEstimateMinutes,%1% minuten, %2% seconden
ExportProgressTimeEstimateSeconds,%1% seconden
ExportProgressTimeEstimateUnderSecond,1 seconde
ExportProgressInitializingDiscWriter,Bezig met schijfschrijver initialiseren. 
ExportProgressBurning,Bezig met naar schijf schrijven. 
ExportProgressVerifyingDisc,Bezig met schijf verifiëren. 
ExportProgressFinalizingDisc,Bezig met schijf voltooien. 

ExportDoneText,OK
ExportStartText,Exporteren starten
ExportStopText,Exporteren stoppen
ExportPauseText,Exporteren pauzeren
ExportResumeText,Exporteren hervatten
ExportSuccessMsg,Exporteren voltooid.

ExportConnectionErrorMsg,Er is een communicatiefout opgetreden tijdens het exporteren.
ExportWriteErrorMsg,Het bestand kon niet naar de schijf worden geschreven.
ExportEncoderErrorMsg,Het instellen van de gespecificeerde encoderinstellingen is mislukt.

ExportWMPIncompatibleResQuery,De AVI-bestanden die met de geselecteerde resolutie worden gemaakt, spelen mogelijk niet goed af in Windows Media Player.\nWilt u de grootte van het AVI-bestand verkleinen,\nzodat het correct afspeelt in Windows Media Player?
ExportPagePrinterSettingsLabel,Printerinstellingen...
ExportPagePrinterLabel,Printer:
ExportPrintDocName,Avigilon Control Center Export
ExportPageNoPrinterError,Kan niet exporteren:\nGeen printer geïnstalleerd.
ExportPagePaperLabel,Papier:
ExportPageUserTextLabel,Exportnotities toevoegen...
ExportPageUserTextTitle,Exportnotities toevoegen
ExportPageUserTextCaption,Voeg de onderstaande tekst toe aan het geëxporteerde beeld

ExportDiscBurnButtonText,Op schijf branden
ExportDiscBurnDialogTitle,Op schijf branden
ExportDiscBurnDialogBurnerDevText,Schijfstation:
ExportDiscBurnDialogNameSelectTxt,Bestandsnaam:
ExportDiscBurnDialogDiscMediaInfo,Mediatype:
ExportDiscBurnDialogDiscFreeSpace,Vrije ruimte:
ExportDiscBurnDialogDefaultName,ACC-export - 
ExportDiscBurnDialogNoBurnersText,Kan niet op schijf branden. Er zijn geen stations voor beschrijfbare schijven beschikbaar.
ExportDiscBurnDialogPleaseEnterBlankDiscTxt,Plaats een lege schijf.
ExportDiscBurnDialogReadyToStartBurnTxt,Klaar om op schijf te branden.

#################################################
# Supported media types for IMAPI and cd export
#################################################

MediaTypeIMAPI_MEDIA_TYPE_UNKNOWN,Onbekenden media / Leeg
MediaTypeIMAPI_MEDIA_TYPE_CDROM,CD-ROM
MediaTypeIMAPI_MEDIA_TYPE_CDR,CD-R
MediaTypeIMAPI_MEDIA_TYPE_CDRW,CD-RW
MediaTypeIMAPI_MEDIA_TYPE_DVDROM,DVD ROM
MediaTypeIMAPI_MEDIA_TYPE_DVDRAM,DVD-RAM
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSR,DVD+R
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSRW,DVD+RW
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSR_DUALLAYER,DVD+R dubbele laag
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHR,DVD-R
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHRW,DVD-RW
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHR_DUALLAYER,DVD-R dubbele laag
MediaTypeIMAPI_MEDIA_TYPE_DISK,Random-Access-schijf
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSRW_DUALLAYER,DVD+RW DL
MediaTypeIMAPI_MEDIA_TYPE_HDDVDROM,HD DVD-ROM
MediaTypeIMAPI_MEDIA_TYPE_HDDVDR,HD DVD-R
MediaTypeIMAPI_MEDIA_TYPE_HDDVDRAM,HD DVD-RAM
MediaTypeIMAPI_MEDIA_TYPE_BDROM,Blu-ray DVD (BD-ROM)
MediaTypeIMAPI_MEDIA_TYPE_BDR,Blu-ray (BDR)
MediaTypeIMAPI_MEDIA_TYPE_BDRE,Blu-ray (BDRE)
MediaType_Error,Storing of schijf in gebruik


#################################################
# File Filter Strings
#################################################

FileFilterAVEAVK,AVE/AVK-bestanden (*.ave,*.avk)|*.ave;*.avk|Alle bestanden (*.*)|*.*
FileFilterAVE,AVE-bestanden (*.ave)|*.ave|Alle bestanden (*.*)|*.*
FileFilterAVI,AVI-bestanden (*.avi)|*.avi|Alle bestanden (*.*)|*.*
FileFilterJPEG,JPEG-bestanden (*.jpg,*.jpeg)|*.jpg;*.jpeg|Alle bestanden (*.*)|*.*
FileFilterPNG,PNG-bestanden (*.png)|*.png|Alle bestanden (*.*)|*.*
FileFilterDNG,DNG-bestanden (*.dng)|*.dng|Alle bestanden (*.*)|*.*
FileFilterPGM,PGM-bestanden (*.pgm)|*.pgm|Alle bestanden (*.*)|*.*
FileFilterTIFF,TIFF-bestanden (*.tif,*.tiff)|*.tif;*.tiff|Alle bestanden (*.*)|*.*
FileFilterPDF,PDF-bestanden (*.pdf)|*.pdf|Alle bestanden (*.*)|*.*
FileFilterWAV,WAV-bestanden (*.wav)|*.wav|Alle bestanden (*.*)|*.*
FileNotFoundDialogCaption,Bestand niet gevonden
FileNotFoundDialogText,Bestand niet gevonden of kon niet worden geopend


#################################################
# Backup Strings
#################################################

BackupPanelTitle,Archief
BackupPanelOptionsLabel,Archiveringsopties
BackupPanelDeleteOldestLabel,Oudste archieven verwijderen als schijf vol is
BackupPanelProgressRunningLabel,Bezig met archiveren, %1%%% klaar.
BackupPanelProgressDoneLabel,Archiveren voltooid.
BackupPanelProgressUserAbortedLabel,Archiveren afgebroken.
BackupPanelProgressNoDataLabel,Archiveren afgebroken vanwege gebrek aan gegevens.
BackupPanelProgressNoDiskSpaceLabel,Archiveren afgebroken wegens gebrek aan schijfruimte of een schrijffout.
BackupPanelProgressTimedOutLabel,Archiveren afgebroken wegens time out schijfbewerking.
BackupPanelProgressUnknownErrorLabel,Archiveren afgebroken wegens een onbekende fout.
BackupPanelStartLabel,Archiveren starten
BackupPanelAbortLabel,Archiveren afbreken
BackupPanelErrorMessage,Er is een fout opgetreden tijdens het archiveren van servergegevens.
BackupPanelDoneLabel,OK



#################################################
# System Explorer Strings
#################################################

SystemExplorerStreamAllDevices,Alles weergeven
SystemExplorerAddToViewPanel,Toevoegen aan weergave
SystemExplorerExpandAll,Alles uitvouwen
SystemExplorerCollapseAll,Alles invouwen

#################################################
# Property Dialog Strings
#################################################

PropertyDialogProperties,Eigenschappen
PropertyDialogLocation,Locatie
PropertyDialogFolder,Een locatie selecteren:
PropertyDialogPlacement,Sleep om volgorde te wijzigen:
PropertyDialogExpanderHeader,Klik om locatie weer te geven

#################################################
# Web Page Strings
#################################################



WebLinkNodeAddToViewLabel,Toevoegen aan weergave
WebLinkNodeEditLabel,Bewerken...
WebLinkNodeRemoveLabel,Verwijderen
WebLinkNodeRemoveQuery,Weet u zeker dat u webpagina '%1%' wilt verwijderen?

WebLinkPanelBackwardToolTip,Ga terug
WebLinkPanelForwardToolTip,Ga vooruit
WebLinkPanelHomeToolTip,Ga naar startpagina
WebLinkPanelZoomToolTip,Zoomniveau
WebLinkPanelGoToolTip,Ga naar URL
WebLinkPanelRefreshToolTip,Vernieuwen

WebPanelZoomAuto,Aanpassen aan breedte
WebPanelZoom400,400%%
WebPanelZoom200,200%%
WebPanelZoom150,150%%
WebPanelZoom100,100%%
WebPanelZoom75,75%%
WebPanelZoom66,66%%
WebPanelZoom50,50%%
WebPanelZoom35,35%%
WebPanelZoom20,20%%

WebPanelNoZoomWarning,Voor zoomniveaus is Internet Explorer 7 of hoger vereist.  Upgrade de versie van Internet Explorer op uw systeem om zoomen mogelijk te maken.
WebLinkSaveFailureText,Er is een fout opgetreden bij het opslaan van webpagina '%1%'.


#################################################
# Maps Strings
#################################################

MapPropertiesPanelTitle,Plattegrondeigenschappen
MapSaveButtonText,Opslaan
MapChangeFileButtonText,Beeld wijzigen...
MapEditPropertiesText,Eigenschappen bewerken...
FileFilterMapImage,Beeldbestanden (*.jpg, *.jpeg, *.bmp, *.png, *.gif)|*.jpg;*.jpeg;*.bmp;*.png;*.gif|Alle bestanden (*.*)|*.*
MapFileDialogTitle,Plattegrondbeeld selecteren
MapDefaultName,Nieuwe plattegrond
MapSaveNotYetSavedMessageText,Wijzigingen in folder '%1%' opslaan?
MapNameLabel,Naam plattegrond:
MapImageLabel,Beeld:
CreateMapCommandText,Nieuwe plattegrond...
MapEditMenuText,Bewerken...
MapDeleteMenuText,Verwijderen
MapDeleteQueryText,Weet u zeker dat u plattegrond '%1%' wilt verwijderen?
MapEditTitle,Bezig met bewerken: %1%
MapSaveFailureText,Er is een fout opgetreden bij het opslaan van plattegrond '%1%'.
MapLoadImageError,Er is een fout opgetreden bij het laden van het plattegrondbeeld.
MapDeleteImageError,Er is een fout opgetreden bij het verwijderen van het plattegrondbeeld.
MapForwardButtonText,Vooruit
MapForwardButtonToolTip,Ga naar volgende plattegrond
MapBackButtonText,Terug
MapBackButtonToolTip,Ga naar vorige plattegrond
MapObjectIconButtonText,Weergeven als pictogram
MapObjectIconViewConeCheckBoxText,Instelbaar gezichtsveld
MapObjectRectangleButtonText,Als rechthoek weergeven
MapObjectEllipseButtonText,Als ovaal weergeven
MapObjectPolygonButtonText,Als veelhoek weergeven
MapObjectPolygonResetButtonText,Veelhoek opnieuw tekenen
MapObjectPolygonEditText,Teken een veelhoek op de plattegrond.
MapObjectCameraRoiButtonText,Beeldgebied wijzigen...
MapObjectPolygonEditDoneLabel,Klaar
MapObjectPolygonEditCancelLabel,Annuleren
MapCameraPolygonNoPointsError,De veelhoek moet ten minste drie punten hebben.
MapObjectShowLabelLabel,Naam weergeven
MapCameraRoiFormTitle,Beeldgebied wijzigen
MapCameraRoiFormCaption,Selecteer het beeldgebied om te streamen als de camera is geselecteerd op de plattegrond.
MapObjectDeleteText,Uit plattegrond verwijderen
MapObjectDeleteQuery,Weet u zeker dat u dit object uit de plattegrond wilt verwijderen?
MapEditLoadingTitle,Bezig met laden...

MapError,Een plattegrond moet een naam en een beeld bevatten.
MapImageSizeError,Het beeld is te groot. Selecteer een ander beeld.
MapImageSizeWarning,Het geselecteerde beeld is groter dan 9 MP en kan prestatieproblemen veroorzaken. Doorgaan?
MapImageUnavailable,Kaartafbeelding niet beschikbaar

#################################################
# View Strings
#################################################




SaveMenuItemSaveAsNewViewText,Opslaan als nieuwe weergave
SaveMenuItemUpdateSavedViewText,Opgeslagen weergave bijwerken
SaveViewTabCommandToolTip,Weergave opslaan
CollaborateViewTabCommandToolTip,Samenwerken

SaveViewPanelSettingsClusterText,Site:
SaveViewPanelSettingsNameText,Naam:
SaveViewPanelSettingsLogicalIDText,Logisch id:
SaveViewSaveFailureText,Er is een fout opgetreden bij het opslaan van weergave '%1%'.

ShareViewPanelRequestUserText,Gebruiker selecteren:
ShareViewPanelRequestUserLabel,%1% op %2%
ShareViewPanelRequestNoUsersError,Kan geen samenwerkingssessie starten. Er zijn geen andere gebruikers aangemeld bij deze site.

ShareViewPanelResponseQuery,Uitnodiging voor samenwerkingssessie accepteren van '%1%' op '%2%'?

ShareViewPanelResultAcceptedText,Gebruiker '%1%' op '%2%' is toegevoegd aan de samenwerkingssessie
ShareViewPanelResultRejectedText,Gebruiker '%1%' op '%2%' heeft de samenwerkingssessie geweigerd

SystemExplorerDeleteSavedView,Verwijderen
SystemExplorerDeleteSavedViewCaption,Verwijderen
SystemExplorerDeleteSavedViewText,Weet u zeker dat u de opgeslagen weergave wilt verwijderen?

SystemExplorerDeleteSavedMonitorText,Weet u zeker dat u de virtuele matrixmonitor wilt verwijderen?

SpawnViewWindowCommandText,Nieuw venster
SystemExplorerAddViewToNewTab,Openen

SystemExplorerEditSavedView,Bewerken...
SystemExplorerRenameSavedView,Naam wijzigen
TabCloseToolTip,Weergave sluiten
NewTabToolTip,Nieuwe taak

NewTaskCommandLabel,Nieuwe taak...



ViewModeLiveCommandText,Live
ViewModeLiveCommandToolTip,Live weergavemodus
ViewModePlaybackCommandText,Opgenomen
ViewModePlaybackCommandToolTip,Opgenomen weergavemodus
ViewPanelTitle,Weergave %1%

ViewLayoutCycleCommandToolTip,Weergaven wisselen
ViewLayoutFullScreenCommandToolTip,Volledig scherm

EndFullScreenCommandText,Volledig scherm afsluiten

ImageContextMenuLive,Live
ImageContextMenuPlayback,Opgenomen

FormEventsToolTip,Gebeurtenissen
FormOtherTasksToolTip,Toepassingsmenu

FormMinimizeToolTip,Minimaliseren
FormMaximizeToolTip,Maximaliseren
FormRestoreToolTip,Achterwaarts herstellen
FormCloseToolTip,Sluiten

#################################################
# Transaction View Strings
#################################################

TransactionViewContextMenuLive,Live
TransactionViewContextMenuPlayback,Opgenomen
TransactionViewDeviceToolTip,Camera weergeven
TransactionViewDeviceSelectTitle,Camera selecteren
TransactionViewDeviceSelectLabel,Selecteer de camera om weer te geven:


#################################################
# Layout Strings
#################################################

ViewLayoutCommandText,%1% divisies
ViewLayoutSingleDivisionCommandText,%1% divisie

ViewLayoutDropMenuCommandToolTip,Lay-out wijzigen
ViewLayoutEditCommandText,Lay-outs bewerken...
ViewLayoutMgmtFormTitle,Lay-outs bewerken

ViewLayoutEditListText,Lay-outs:
ViewLayoutEditRowsText,Rijen:
ViewLayoutEditColumnsText,Kolommen:
ViewLayoutEditRestoreDefaultsQuery,Weet u zeker dat u alle standaardlay-outs wilt herstellen?

ViewLayoutClipPlaybackText,Auto
ViewLayoutTooManyDevices,Kan geen voorbeeld tonen van alle streams. Maximumaantal voorbeelden dat kan worden getoond is %1%.

#################################################
# System Tree String
#################################################

ChildPanelCloseToolTip,Sluiten
ChildPanelFocusToolTip,Maximaliseren
ChildPanelUnfocusToolTip,Achterwaarts herstellen
 
#################################################
# System Tree String
#################################################

SystemTreeInactiveSearchText,Zoeken...
SystemObjectPickerItemsText,%1% items

#################################################
# Image Panel Strings
#################################################

ImagePanelRegionMaskingAddCommandText,Gebied instellen
ImagePanelRegionMaskingRemoveCommandText,Gebied wissen
ImagePanelRegionMaskingDrawCommandText,Tekenen
ImagePanelSelectAllText,Alles instellen
ImagePanelClearAllText,Alles wissen
ImagePanelCameraLabel,Camera:

ImageContextMenuEndStream,Sluiten
ImageContextMenuFitToPanel,Aanpassen aan paneel
ImageContextMenuZoomFullWide,Volledig uitzoomen
ImageContextMenuMaximize,Maximaliseren
ImageContextMenuRestore,Achterwaarts herstellen
ImageContextMenuReplay30Sec,Opnieuw afspelen - 30 seconden
ImageContextMenuReplay60Sec,Opnieuw afspelen - 60 seconden
ImageContextMenuReplay90Sec,Opnieuw afspelen - 90 seconden
ImagePanelContextMenuSnapshot,Momentopname opslaan
ImagePanCommandToolTip,Pannen-tool
ImagePanelCloseButtonToolTip,Sluiten
ImagePanelFocusModeMaximizeToolTip,Maximaliseren
ImagePanelFocusModeRestoreToolTip,Achterwaarts herstellen
ImagePanelSnapshotToolTip,Momentopname opslaan
ImagePanelVolumeOnToolTip,Luisteren
ImagePanelVolumeOffToolTip,Dempel
ImagePanelVolumeLevelToolTip,Audiovolume instellen
ImagePanelDefogModeOffToolTip,Uit
ImagePanelDefogModeOnToolTip,Aan
ImagePanelDefogModeAutoToolTip,Auto
ImagePanelDefogLevelToolTip,Digitaal ontwasemniveau instellen
ImagePanelClientMicrophoneToolTip,Drukken om te spreken
ImageZoomInCommandToolTip,Inzoom-tool
ImageZoomNoneCommandToolTip,Cursor-tool
ImageZoomOutCommandToolTip,Uitzoom-tool
ImagePanelManualRecordStartToolTip,Handmatig opnemen starten
ImagePanelManualRecordStopToolTip,Handmatig opnemen stoppen
ImagePanelTriggerDigitalOutputToolTip,Digitaal uitvoerapparaat activeren
ImagePanelTriggerDigitalOutputSelectTitle,Digitaat uitvoerapparaat selecteren
ImagePanelTriggerDigitalOutputSelectLabel,Digitaal uitvoerapparaat selecteren om te activeren:
ImagePanelViewPosToolTip,POS-transacties weergeven
ImagePanelViewPosSelectTitle,POS-bron selecteren
ImagePanelViewPosSelectLabel,Selecteer de POS-bron om weer te geven:

ImagePanelManualRecordStartError,Er is een fout opgetreden bij het starten van de opname.
ImagePanelManualRecordStartCommunicationError,Er is een fout opgetreden bij het starten van de opname.\nDe server ondersteunt mogelijk geen handmatige opname.

ImagePanelManualRecordStopError,Er is een fout opgetreden bij het stoppen van de opname.

ImagePanelArmToolTip,Paneel inschakelen
ImagePanelDisarmToolTip,Paneel uitschakelen

ImagePanelAlertAckLabel,Bev.
ImagePanelAlertCameraPreviousToolTip,Vorige camera weergeven
ImagePanelAlertCameraNextToolTip,Volgende camera weergeven

ImagePanelSelectDigitalOutputLabel,Digitaal uitvoerapparaat selecteren:

ImagePanelPtzControls,PTZ-besturing

#################################################
# Analytics Panel Strings
#################################################

AnalyticsMenuTruePerson,Echt persoon
AnalyticsMenuFalsePerson,Geen echt persoon
AnalyticsMenuTrueVehicle,Echt voertuig
AnalyticsMenuFalseVehicle,Geen echt voertuig
AnalyticsMenuNotUsed,Niet gebruikt

!AnalyticsAppearanceSearch,Appearance Search
!AnalyticsAppearanceSearchAddMatch,Add Match
!AnalyticsAppearanceSearchRemoveMatch,Remove Match
!AnalyticsAppearanceSearchRemoveResult,Remove Result
!AnalyticsAppearanceSearchAggregationNone,None
!AnalyticsAppearanceSearchAggregationMinimum,Minimum
!AnalyticsAppearanceSearchAggregationMaximum,Maximum
!AnalyticsAppearanceSearchAggregationMean,Mean


#################################################
# Overlay Strings
#################################################

DisplayGroupHeaderGeneral,Algemeen:
MainMenuSubItemOverlays,Beeldoverlays:
TimeZoneHeaderText,Zone tijdsvermelding:
CameraLocationOverlayCommandText,Locatie camera
CameraNameOverlayCommandText,Naam camera
MotionOverlayCommandText,Bewegingsactiviteit
RecordSymbolOverlayCommandText,Opname-indicator
FrameTimeOverlayCommandText,Tijdstempel
FrameLiveTimeOverlayCommandText,Live-tijdstempel
LicensePlateOverlayCommandText,Kentekenplaat
SessionDebugOverlayCommandText,Debugoverlay van de sessie weergeven
AnalyticsOverlayCommandText,Video-analysegebeurtenissen
DeviceTimeZoneOverlayText,Tijd van apparaat weergeven
LocalTimeZoneOverlayText,Plaatselijke tijd weergeven
DisplayAdjustmentSettingsHeaderText,Instellingen voor weergaveaanpassingen:

#################################################
# Bookmark Strings
#################################################

ContextMenuAddBookmark,Bladwijzer toevoegen

BookmarkDefaultNewName,Nieuwe bladwijzer

BookmarkFormTitle,Bladwijzer bewerken
BookmarkFormNameLabel,Naam:
BookmarkFormDeviceLabel,Camera's:
BookmarkFormDescriptionLabel,Beschrijving:
BookmarkFormProtectionLabel,Bladwijzergegevens beschermen
BookmarkFormPrivateLabel,Bladwijzer is privé
BookmarkFormTimeRangeLabel,Tijdsbestek om bladwijzer aan toe te voegen:

BookmarkFormSavingLabel,Bezig met opslaan...

BookmarkPopupText,Begin: %1%\nEinde: %2%\nSite: %3%\nGemaakt door: %4%\nGemaakt op: %5%\n\n%6%
BookmarkPopupExportText,Exporteren
BookmarkPopupEditText,Bewerken
BookmarkPopupRemoveText,Verwijderen

BookmarkRemoveQuery,Weet u zeker dat u bladwijzer '%1%' wilt verwijderen?

BookmarkTooLongError,Beschermde bladwijzers kunnen geen langere duur hebben dan een dag.
BookmarkSaveError,Bladwijzer kon niet worden opgeslagen.
BookmarkNoDevicesError,Er moet ten minste één camera worden geselecteerd om de bladwijzer op te slaan.

WebBookmarkPanelNameColumn,Naam
WebBookmarkPanelStartTimeColumn,Starttijd 
WebBoomarkPanelTimeRangeError,Het opgeslagen tijdbereik kan niet eindigen voordat het begint. Wijzig de begintijd van het tijdbereik
WebBoomarkPanelTimeRangeInputInvalid,Tijd is ongeldig. Wijzig de roodgekleurde velden.

#################################################
# Transport Strings
#################################################

TransportFormPauseToolTip,Pauze
TransportFormPlayToolTip,Afspelen
TransportFormStepBackwardToolTip,Terugstappen
TransportFormStepForwardToolTip,Vooruitstappen
DateTimeJumpButtonToolTip,Naar datum/tijd springen


#################################################
# Timeline Strings
#################################################

TimelineDataLeftToolTip,Ga naar vorige gebeurtenis
TimelineDataRightToolTip,Ga naar volgende gebeurtenis
TimelineLeft12HourToolTip,Ga 12 uur terug
TimelineLeft15MinToolTip,Ga 15 minuten terug
TimelineLeft15SecToolTip,Ga 15 seconden terug
TimelineLeft30MinToolTip,Ga 30 minuten terug
TimelineLeft30SecToolTip,Ga 30 seconden terug
TimelineLeft3HourToolTip,Ga 3 uur terug
TimelineLeft5MinToolTip,Ga 5 minuten terug
TimelineLeft5SecToolTip,Ga 5 seconden terug
TimelineLeft6HourToolTip,Ga 6 uur terug
TimelineLeftDayToolTip,Ga een dag terug
TimelineLeftHourToolTip,Ga een uur terug
TimelineLeftMinToolTip,Ga een dag terug
TimelineLeftMonthToolTip,Ga een maand terug
TimelineLeftQuarterToolTip,Ga 3 maanden terug
TimelineLeftSecToolTip,Ga een seconde terug
TimelineLeftWeekToolTip,Ga een week terug
TimelineLeftYearToolTip,Ga een jaar terug
TimelineRight12HourToolTip,Ga 12 uur vooruit
TimelineRight15MinToolTip,Ga 15 minuten vooruit
TimelineRight15SecToolTip,Ga 15 seconden vooruit
TimelineRight30MinToolTip,Ga 30 minuten vooruit
TimelineRight30SecToolTip,Ga 30 seconden vooruit
TimelineRight3HourToolTip,Ga 3 uur vooruit
TimelineRight5MinToolTip,Ga 5 minuten vooruit
TimelineRight5SecToolTip,Ga 5 seconden vooruit
TimelineRight6HourToolTip,Ga 6 uur vooruit
TimelineRightDayToolTip,Ga een dag vooruit
TimelineRightHourToolTip,Ga een uur vooruit
TimelineRightMinToolTip,Ga een minuut vooruit
TimelineRightMonthToolTip,Ga een maand vooruit
TimelineRightQuarterToolTip,Ga 3 maanden vooruit
TimelineRightSecToolTip,Ga een seconde vooruit
TimelineRightWeekToolTip,Ga een week vooruit
TimelineRightYearToolTip,Ga een jaar vooruit
TimelineZoomInToolTip,Inzoomen
TimelineZoomOutToolTip,Uitzoomen
TimelineSynchronizeToolTip,Sync met globaal afspelen
ContextMenuCenterOnMarker,Centreren op marker
ContextMenuCenterOnMarkerShortcut,Ctrl+C


#################################################
# PTZ strings
#################################################

ShowPTZPanelCommandToolTip,PTZ-besturing
PTZPanelTitle,PTZ-besturing
PTZPanLeftToolTip,Naar links pannen
PTZPanRightToolTip,Naar rechts pannen
PTZTiltUpToolTip,Omhoog kantelen
PTZTiltDownToolTip,Omlaag kantelen
PTZZoomLabel,Zoom
PTZZoomInLabel,Inzoomen
PTZZoomOutLabel,Uitzoomen
PTZZoomInToolTip,Inzoomen
PTZZoomOutToolTip,Uitzoomen
PTZIrisLabel,Iris
PTZIrisOpenLabel,Iris openen
PTZIrisCloseLabel,Iris sluiten
PTZIrisOpenToolTip,Iris openen
PTZIrisCloseToolTip,Iris sluiten
PTZFocusLabel,Focus
PTZFocusInLabel,Ver scherpstellen
PTZFocusOutLabel,Dichtbij scherpstellen
PTZFocusFarToolTip,Ver scherpstellen
PTZFocusNearToolTip,Dichtbij scherpstellen
PTZPresetGoToolTip,Ga naar voorinstelling
PTZPresetSetToolTip,Voorinstelling instellen
PTZPatternRunToolTip,Patroon uitvoeren
PTZPatternRecordStartToolTip,Opnamepatroon starten
PTZPatternRecordStopToolTip,Opnamepatroon stoppen
PTZPresetsLabel,Voorinstellingen
PTZPatternsLabel,Patronen
PTZToursLabel,Ronde
PTZTourRunToolTip,Ronde maken
PTZTourStopToolTip,Ronde stoppen
PTZTourEditToolTip,Ronde bewerken
PTZLockedMessage,De PTZ-besturing van deze camera is vergrendeld door gebruiker \n'%1%' op computer %2%.
PTZLockedMessageNoDetails,De PTZ-besturing op deze camera kon niet worden vergrendeld.
PTZLockToolTip,PTZ-besturing vergrendelen
PTZUnlockToolTip,PTZ-besturing ontgrendelen
PTZLockedByOtherToolTip,Vergrendeld door %1%
PTZOverrideLockToolTip,De vergrendeling van %1% opheffen
PTZOverriddenLockMessage,Vergrendeling opgeheven door %1%
PTZSpeedBarLabel,Snelheid
PTZMenuLabel,Menu
PTZMenuToolTip,OSD-menu weergeven
PTZHomeToolTip,Ga naar startvoorinstelling
PTZAuxLabel,Aux

PTZAuxStartToolTip,Aux-opdracht starten
PTZAuxStopToolTip,Aux-opdracht stoppen
PTZSetPresetNameFormHeader,Naam voorinstelling
PTZSetPresetNameFormText,Naam voorinstelling:
PTZSetPresetHomeText,Instellen als startvoorinstelling
PTZSetPresetNameErrorNameExists,Deze voorinstellingsnaam bestaat al.
PTZSetPresetNameErrorNameTooLong,Deze voorinstellingsnaam bevat te veel tekens.
PTZSetPresetNameErrorGeneral,Het apparaat heeft de voorinstellingsnaam niet ingesteld.
PTZSetPresetDefaultName,Voorinstelling
PTZSetPresetTourModifyWarning,De volgende ronde(n) wordt/worden beïnvloed door wijziging van deze voorinstelling: %1%
PTZTourFormTitle,PTZ-ronde bewerken
PTZTourNameText,Naam:
PTZTourPauseDurationText,Duur rondepauze:
PTZTourPauseDurationString,%1% min
PTZTourModeText,Rondemodus:
PTZTourModeSequentialString,Na elkaar
PTZTourModeRandomString,Willekeurig
PTZTourIdleStartTimeText,Standaardwachttijd voor starten ronde:
PTZTourIdleStartTimeString,%1% min
PTZTourDefaultText,Instellen als standaardronde
PTZTourSpeedString,%1%%%
PTZTourDwellTimeString,%1% sec
PTZTourPresetColumnText,Voorinstelling
PTZTourSpeedColumnText,Bewegingssnelheid
PTZTourDwellTimeColumnText,Weergavetijd
PTZTourAddStopToolTip,Voorinstelling toevoegen
PTZTourRemoveStopToolTip,Voorinstelling verwijderen
PTZTourMoveStopUpToolTip,Voorinstelling omhoog
PTZTourMoveStopDownToolTip,Voorinstelling omlaag
PTZTourDefaultName,Nieuwe ronde
PTZTourNoNameError,Rondenaam kan niet leeg zijn.
PTZTourNameTooLongError,Rondenaam '%1%' is te lang.

#################################################
# Time range strings
#################################################

TimeRangeFrom,Van:
TimeRangeNoDuration,Tijd:
TimeRangeTo,Tot:
TimeRangeDuration,Duur:
TimeRangeDurationDays,Dagen
