#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Kapat
ImageAcquisitionDefogModeLabel,Buğu Giderme Modu:
ImageAcquisitionDefogLevelLabel,Buğu Giderme Etiketi:
CameraSetupAutoWhiteBalanceYesLabel,otomatik beyaz dengesini devreye sok
CameraSetupAutoWhiteBalanceNoLabel,kişiye özel beyaz dengesi
RGBTrackBarsControlBlue,Mavi:
RGBTrackBarsControlRed,Kırmızı:
FocusInfinityLabel,Sonsuz
FocusInfinityToolTip,Sonsuza Odaklan
FocusZeroToolTip,Sıfıra Odaklan
FocusOneShotLabel,Otomatik Odaklanma
FocusOneShotToolTip,Otomatik Odaklanma
FocusNearToolTip,Yakına odakla
FocusFarToolTip,Uzağa odakla
FocusLabel,Odaklanma:
FocusManualModeWarningLabel,Lens manuel odağa ayarlanmış. Doğru işlevsellik sağlamak için lütfen otomatik odağa ayarlayın.
FocusZeroLabel,0
HistogramText,Histogram
ExposureLabel,Pozlandırma: %1% ms (1/%2$0,3f saniye)
CameraPerspectiveCeiling,Tavan
CameraPerspectiveWall,Duvar
CameraPerspectiveFloor,Zemin
CameraSetupControlSettingsGroupBoxHeader,Kontrol Ayarları
CameraSetupDisplaySettingsGroupBoxHeader,Ekran Ayarları
CameraSetupToggleAutoContrastToolTip,Otomatik Kontrast Ayarını Aç/Kapat
CameraSetupDefogModeOff,Kapalı
CameraSetupDefogModeOn,Açık
CameraSetupDefogModeAuto,Otomatik


#################################################
# Compression and Image Rate Setup Strings
#################################################

ImageQualitySetupPageText,Sıkıştırma ve Görüntü Hızı
ImageQualityCompressionTypeLabel,Format:
ImageQualityCompressionTypeJpeg2k,JPEG 2000
ImageQualityCompressionTypeJpeg,MJPEG
ImageQualityCompressionTypeMpeg4,MPEG4
ImageQualityCompressionTypeH264,H.264
ImageQualityVbrCbrLabel,Sıkıştırma Türü:
ImageQualityCbrLabel,Sürekli bit hızı
ImageQualityVbrLabel,Değişken bit hızı
ImageQualityFrameRateLabel,Görüntü Hızı:
ImageQualityQualityLabel,Görüntü Kalitesi:
ImageQualityPrimaryStreamLabel,Yüksek Bant Genişlikli Akış
ImageQualityMultiStreamingLabel,İkincil canlı görüntüleme akışını etkinleştir
ImageQualityLowBandwidthStreamingLabel,Düşük Bant Genişlikli Akışı Etkinleştir
ImageQualityIdleSceneModeLabel,Boşta Kalma Sahne Modunu Etkinleştir
ImageQualityStreamingProfileLabel,Kayıt Profili:
ImageQualityPostMotionDelayLabel,Hareket Sonrası Gecikme:
ImageQualityPostMotionDelaySuffixLabel,saniye
ImageQualityRecordRatioLabel,Kayıt yeri:
ImageQualityRecordRatioFull,Tam Hız (%1$0.2f ips)
ImageQualityRecordRatio,%1% Hız (%2$0.2f ips)
ImageQualityRecordPeriodLabel,Her bir görüntü için:
ImageQuality2cif4cifLabel,Çözünürlük:
ImageQuality4cifLabel,4CIF
ImageQuality2cifLabel,2CIF
ImageQualityResolutionLabel,Çözünürlük:
ImageQualityConstBitRateLabel,Bit Hızı:
ImageQualityConstBitRatePostLabel,kbps
ImageQualityMaxBitRateLabel,Maks. Bit Hızı:
ImageQualityMaxBitRatePostLabel,kbps
ImageQualityBitRatePriorityLabel,Bit Hızı Önceliği:
ImageQualityBitRatePriorityFrameRate,Görüntü Hızı
ImageQualityBitRatePriorityQuality,Görüntü Kalitesi
ImageQualityBitRatePriorityNone,Dengelenmiş
ImageQualityKeyFrameIntervalLabel,Anahtar çerçeve aralığı:
ImageQualityKeyFramePeriodLabel,Anahtar Kare Süresi:
ImageQualityKeyFrameIntervalPostLabel,saniye
ImageQualityKeyFrameIntervalFramesLabel,Anahtar çerçeve aralığı:
ImageQualityKeyFrameIntervalFramesPostLabel,çerçeveler
ImageQualityKeyFrameIntervalToSecondsLabel,%1$0.2f saniye
ImageQualityDataRateLabel,Bant genişliği:
ImageQualityDataRateValue,%1$.1f Mbps
ImageQualityHigh,%1% (Yüksek)
ImageQualityDefault,%1% (Varsayılan)
ImageQualityLow,%1% (Düşük)
ImageQualityIps,%1% ips
ImageQualityRecordedStatus,Canlı ve kayıtlı video için
ImageQualityNegRecordedStatus,Yalnızca canlı video için



#################################################
# Image Dimensions Setup Strings
#################################################

ROISetupPageText,Görüntü Boyutları
ROISetupPageLeftLabel,Sol:
ROISetupPageTopLabel,Üst:
ROISetupPageWidthLabel,Genişlik:
ROISetupPageHeightLabel,Yükseklik:


#################################################
# Motion Detection Setup Strings
#################################################

MotionDetectionSetupText,Hareket Algılama
MotionDetectionAreaGroupBoxText,Hareket Algılaması Alanı:
MotionDetectionHighLabel,Yüksek
MotionDetectionLowLabel,Düşük
MotionDetectionPostRecordTime,Hareket Sonrası Kayıt Süresi:
MotionDetectionPreRecordTime,Hareket Öncesi Kayıt Süresi:
MotionDetectionSecondsLabel,saniye
MotionDetectionSensitivity,Hassaslık:
MotionDetectionThreshold,Eşik:
MotionDetectionThresholdMotionLabel,Hareketli
MotionDetectionTitleText,Hareket Algılama
MotionDetectionIncludeTitle,Hareket Algılama Alanları dahildir
MotionDetectionIncludeItemLabel,Dahil olan alan %1%
MotionDetectionExcludeTitle,Hareket Algılama Alanları hariçtir
MotionDetectionExcludeItemLabel,hariç olan alan %1%
MotionDetectionAddButtonText,Ekle
MotionDetectionRemoveButtonText,Kaldır
MotionDetectionNoMaskWarning,Hareket algılama maskesi seçilmedi.  Hareket algılama maskesi seçmek için 'Alan Ayarla' veya 'Tümünü Ayarla' ya tıklayın.
MotionDetectionMaxIncludeRectsError,Dahil edilen maksimum hareket algılama alanı sayısına ulaşıldı.
MotionDetectionMaxExcludeRectsError,Hariç tutulan maksimum hareket algılama alanı sayısına ulaşıldı.
MotionDetectionMaxTotalRectsError,Dahil olan ve hariç tutulan maksimum hareket algılama alanı sayısına ulaşıldı.

#################################################
# Privacy Zones Setup Strings
#################################################

PrivacyZonesSetupPageText,Gizlilik Bölgeleri
PrivacyZonesListLabel,Gizlilik Bölgeleri:
PrivacyZonesAddButtonText,Ekle
PrivacyZonesRemoveButtonText,Sil
PrivacyZoneName,Gizlilik Bölgesi %1%
PrivacyZoneFullMessage,Maksimum %1% Gizlilik bölgesi oluşturulabilir.
PrivacyZoneCommitQuery,%1%'a/e değişiklikleri kaydetmek istiyor musunuz?
PrivacyZoneDeleteQuery,%1%'ı/i silmek istiyor musunuz?

#################################################
# Analytic Motion Detection Strings
#################################################

AnalyticMotionDetectionSetupPageText,Analiz Hareket Algılama
AnalyticMotionDetectionSetupPageTitleText,Analiz Hareket Algılama
AnalyticMotionDetectionImagePanelAddRod,Hariç Tutulan Alan Ekle
AnalyticMotionDetectionImagePanelRemoveRod,Hariç Tutulan Alan Sil
AnalyticMotionDetectionImagePanelResetRoi,Kapsanan Alanı Sıfırla
AnalyticMotionDetectionHomePositionWarning,Yapılandırma yalnızca başlangıç konumuna uygulanacaktır


AnalyticMotionDetectionImagePanelMinimum,Minimum
AnalyticMotionDetectionImagePanelMaximum,Maksimum
AnalyticMotionDetectionImagePanelLow,Düşük
AnalyticMotionDetectionImagePanelHigh,Yüksek

AnalyticMotionDetectionEventNameLabel,Olay Adı

AnalyticMotionDetectionObjectTypeLabel,Nesne Türleri
AnalyticMotionDetectionPersonLabel,Kişi
AnalyticMotionDetectionVehicleLabel,Araç

AnalyticMotionDetectionSensitivityLabel,Hassasiyet:
AnalyticMotionDetectionDetectionTimeLabel,Algılama süresi
AnalyticMotionDetectionNumObjects,Nesne Sayısı

AnalyticMotionDetectionPreMotionRecordTimeLabel,Hareket Öncesi Kayıt Süresi
AnalyticMotionDetectionPostMotionRecordTimeLabel,Hareket Sonrası Kayıt Süresi

AnalyticMotionDetectionSecondsLabel,saniye
AnalyticMotionDetectionSecondsParamLabel,%1% sn.

AnalyticMotionDetectionDetectionTimoutLabel,Zaman Aşımı

AnalyticMotionDetectionModePixel,Piksel Hareket Algılama
AnalyticMotionDetectionModeAnalytic,Sınıflandırılmış Nesne Hareketi Algılama

AnalyticMotionDetectionImagePanelReverseBeam,Ters Yön 
AnalyticMotionDetectionImagePanelBidirectionalBeam,İki yönlü

#################################################
# Digital Inputs & Outputs Setup Strings
#################################################

DigitalIoMgmtSetupPageText,Dijital Girişler ve Çıkışlar
DigitalInputListText,Dijital Girişler:
DigitalOutputListText,Dijital Çıkışlar:
DigitalInputChannelLabel,Dijital Giriş %1%
DigitalInputMaxRecordTimeText,Kayıt Süresi:
DigitalInputNameLabelText,Adı:
DigitalOutputNameLabelText,Adı:
DigitalInputPolarityLabelText,Devre Durumu:
DigitalInputPolarityHigh,Normalde açık
DigitalInputPolarityLow,Normalde kapalı
DigitalInputPostRecordTimeUnlimitedText,Olayı izle
DigitalInputPostRecordTimeLimitedText,Maksimum süre:
DigitalInputPreBufferLabel,Olay Öncesi Kayıt Süresi:
DigitalInputPostBufferLabel,Olay Sonrası Kayıt Süresi:
DigitalInputCameraText,Kameraya (kameralara) bağla:
DigitalOutputChannelLabel,Dijital Çıkış %1%
DigitalOutputNormalCircuitStateClosedLabel,Normalde kapalı
DigitalOutputNormalCircuitStateOpenLabel,Normalde açık
DigitalOutputManualCameraText,Kameraya (kameralara) bağla:
DigitalOutputManualActivationLabel,Tetikleme Davranışı:
DigitalOutputManualActivationText,Etkinleştir
DigitalOutputManualPulseText,Nabız
DigitalOutputManualActivationDurationText,Süre:
DigitalOutputManualActivationOnlyDurationText,Tetikleme Süresi:
DigitalOutputManualPulsePeriodText,Dönem:
DigitalOutputManualPulseOnlyPeriodText,Tetikleme Dönemi:
DigitalOutputManualPulsePeriodSuffix,ms
DigitalOutputManualPulseDutyCycleText,Görev Döngüsü:
DigitalOutputManualPulseOnlyDutyCycleText,Görev Döngüsünü Tetikle:
DigitalOutputManualPulseDutyCycleSuffix,%%
DigitalOutputManualPulseRepeatText,Tekrarlama sayısı:
DigitalOutputManualPulseOnlyRepeatText,Sayım Tekrarlamayı Tetikle:


#################################################
# Audio Setup Strings
#################################################

AudioSetupPageText,Mikrofon
AudioSetupPageDeviceListHeader,Mikrofon Girişleri:
AudioSetupPageChannelSuffix,Ses Girişi Kanalı %1%
AudioSetupPageNameLabel,Adı:
AudioSetupPageSourceTypeLabel,Kaynak:
AudioSetupPageSourceTypeMicrophone,Mikrofon
AudioSetupPageSourceTypeLine,Hat
AudioSetupPageGainLabel,Kazanç:
AudioSetupPageGainItemLabel,%1% dB
AudioSetupPageEnableLabel,Devreye sok
AudioSetupPageDeviceLabel,Kameraya (kameralara) bağla:
AudioSetupPageConflictMessage,Kamera '%1%' şu anda başka bir mikrofon girişine bağlı. Eğer ilerlerseniz bu bağlantı kaldırılacak.\n\nDevam etmek istediğinizden emin misiniz?
AudioSetupPageListenLabel,Dinle
AudioSetupPageStopLabel,Sessiz
AudioSetupPageListenNoCamera,Bu mikrofon girişi herhangi bir kameraya bağlı değil.\n\nBu mikrofon girişinden dinleme yapmak için, ilk olarak bağlanacağınız bir kamera seçmeli\nve Uygula'ya tıklamalısınız.
AudioSetupPageEnabledNoMappingError,'%1%' mikrofon girişi etkinleştirilmeden önce bir kameraya bağlanmalı.
AudioSetupPageNoLinkWarning,Bu mikrofon girişine hiç bir kamera bağlanmadı.

#################################################
# Device Speaker Setup Strings
#################################################

DeviceSpeakerSetupPageText,Hoparlör
DeviceSpeakerSetupPageDeviceListHeader,Hoparlör Çıkışları:
DeviceSpeakerSetupPageChannelSuffix,Ses Çıkışı Kanalı %1%
DeviceSpeakerSetupPageNameLabel,Adı:
DeviceSpeakerSetupPageRecordLabel,Hoparlör çıkışını kaydedin
DeviceSpeakerSetupPageVolumeLabel,Ses Seviyesi:
DeviceSpeakerSetupPageEnableLabel,Devreye sok
DeviceSpeakerSetupPageDeviceLabel,Kameraya (kameralara) bağla:
DeviceSpeakerSetupPageEnabledNoMappingError,'%1%' hoparlör etkinleştirilmeden önce bir kameraya bağlanmalı.
DeviceSpeakerSetupPageNoLinkWarning,Bu hoparlörle kamera bağlı değil.
DeviceSpeakerLevelLabel,Mikrofon Seviyesi:

#################################################
# Analytic Channel Setup Strings
#################################################

AnalyticChannelSetupPageText,Video Analizi Yapılandırması
AnalyticChannelSetupPageCameraLink,Kameraya bağlan:

AnalyticChannelSetupErrorLinkExceedPixelLimit,Seçilen kamera çözünürlüğü bu cihaz için çok yüksek. 
AnalyticChannelSetupErrorLinkNoValidStream,Seçilen kameranın bu cihaz için geçerli video akışı yok.
AnalyticChannelSetupErrorLinkDeviceNotFound,Kameraya bağlanılamadı. Kamera bulunamadı. 
AnalyticChannelSetupErrorLinkFail,Kameraya bağlanılamadı.
AnalyticChannelSetupErrorLinkRemoveFail,Kamera bağlantısı kesilemedi. 
AnalyticChannelSetupErrorLinkAlreadyExists,Seçilen kamera zaten başka bir video analiz cihazına bağlı.

#################################################
# Video Analytics Configuration Strings
#################################################

AnalyticConfigurationLocationLabel,Konum:
AnalyticConfigurationLocationOutdoor,Dış Mekan
AnalyticConfigurationLocationIndoor,Geniş İç Mekan Alanı
AnalyticConfigurationLocationIndoorOverhead,İç Mekan Yukarıdan
AnalyticConfigurationLocationOutdoorHighSensitivity,Dış Mekan Yüksek Hassasiyet

AnalyticConfigurationSelfLearningEnable,Kendi Kendine Öğrenmeyi Etkinleştir
AnalyticConfigurationSelfLearningReset,Kendi Kendine Öğrenmeyi Sıfırla
AnalyticConfigurationSelfLearningResetConfirm,Sahneyi yeniden öğrenme birkaç saat sürebilir. Devam edilsin mi?
AnalyticConfigurationSelfLearningProgress,Kendi Kendine Öğrenme İşlemi Devam Ediyor:
AnalyticConfigurationTamperingSensitivity,Kurcalama Hassasiyeti:

AnalyticConfigurationMaximumRegionsOfDisinterest,Hariç tutulacak maksimum alan sayısına ulaşıldı.

AnalyticConfigurationNoiseFilterEnable,Gürültü Filtresini Etkinleştir

AnalyticConfigurationCameraTypeLabel,Kamera Türü:
AnalyticConfigurationCameraTypeDayAndNight,Gece ve Gündüz
AnalyticConfigurationCameraTypeColor,Renk
AnalyticConfigurationCameraTypeBlackAndWhite,Siyah ve Beyaz
AnalyticConfigurationCameraTypeThermal,FLIR

AnalyticEventConfigurationEventConfigLabel,Analiz Olayı Yapılandırmaları:

AnalyticConfigurationLinkedDeviceLabel,Bağlı Kamera:
AnalyticConfigurationLinkedDeviceNone,Yok

AnalyticEventConfigurationEventName,Ad:
AnalyticEventConfigurationEventEnabled,Olay etkin
AnalyticEventConfigurationEventDisabled,Olay devre dışı
AnalyticEventConfigurationEventObjectTypes,Nesne Türleri:
AnalyticEventConfigurationEventActivityType,Etkinlik:
AnalyticEventConfigurationEventDetectionTime,Algılama Süresi:
AnalyticEventConfigurationEventSensitivity,Hassasiyet:
AnalyticEventConfigurationAddButton,Ekle
AnalyticEventConfigurationEditButton,Düzenle
AnalyticEventConfigurationDeleteButton,Sil

AnalyticEventConfigurationShowAdvancedOptions,Gelişmiş Seçenekleri Göster
AnalyticEventConfigurationHideAdvancedOptions,Gelişmiş Seçenekleri Gizle

AnalyticEventConfigurationMinObjectCount,Minimum Nesne Sayısı
AnalyticEventConfigurationMaxObjectCount,Maksimum Nesne Sayısı

AnalyticEventConfigurationEnabledDirectionOfTravel,Yasaklanmış Yön:

AnalyticEventConfigurationDetectionClassUnknown,Bilinmiyor
AnalyticEventConfigurationDetectionClassPerson,Kişi
AnalyticEventConfigurationDetectionClassVehicle,Araç
AnalyticEventConfigurationDetectionClassSuspicious,Şüpheli
AnalyticEventConfigurationDetectionClassBoat,Bot

AnalyticEventConfigurationEventEnable,Etkin

AnalyticEventConfigurationNameChangeWarning,Bir analiz olayının adını değiştirmek, ilişkilendirilmiş kuralları iptal edecektir. Devam edilsin mi?
AnalyticEventConfigurationSaveFailureMessage,Analiz olayları kaydedilirken hata oluştu.
AnalyticEventConfigurationDuplicateNameChangeError,Bu ada sahip bir analiz olayı bu cihazda zaten var.


#################################################
# Alarm Monitoring Strings
#################################################

AlarmPanelTitle,Alarmları

AlarmActiveCountLabel,%1% Alarm Etkin
AlarmAssignedCountLabel,%1% Alarm Diğerlerine Atandı
AlarmAssignedToMeCountLabel,%1% Alarm Size Atandı

AlarmActiveFilter,Aktif Alarmlar
AlarmAssignedToYouFilter,Bana Atanmış Alarmlar
AlarmAssignedToOtherFilter,Başkalarına Atanmış Alarmlar
AlarmAcknowledgedFilter,Onaylanan Alarmlar
AlarmTopFilter,En Çok Alınan Alarmlar

AlarmNoneAvailableWarning,İlgilenilmesi gereken bir alarm yok

AlarmPanelAlarmListTitle,Alarmları
AlarmPanelAssignedListTitle,Atanan alarmlar
AlarmPanelHistoryTitle,Alarm Tetikleniyor
AlarmPanelLiveDisplayTimeText,Canlı
AlarmPanelAckTitle,Alarmı Onayla
AlarmPanelAckLabel,Kabul et
AlarmPanelClaimLabel,Alarm Ata
AlarmPanelUnclaimLabel,Alarm atamasını iptal et
AlarmPanelViewLabel,Görünümde Aç
AlarmPanelPixelSearchLabel,Alarm Ara
AlarmPanelExportLabel,Alarm Dışa Aktar
AlarmPanelPurgeLabel,Alarmı Temizle
AlarmPanelBookmarkLabel,Alarmı İşaretle


AlarmPanelNameColumn,İsim
AlarmPanelPriorityColumn,Öncelik
AlarmPanelTimeColumn,Zaman
AlarmPanelStatusColumn,Durum

AlarmStatusAcknowledged,Onaylandı
AlarmStatusAutoAcknowledged,otomatik olarak onaylandı
AlarmStatusActive,Aktif
AlarmStatusAssigned,%1%'ya atandı
AlarmStatusAssignedToMe,Atandı

AlarmAckTitle,Alarmı Onayla
AlarmAckNoteLabel,Yorum:
AlarmAckYesLabel,Evet
AlarmAckNoLabel,Hayır
AlarmAckNoteRequiredText,Bu alarmı kabul etmek için bir yorum gerekli.
AlarmAckAckBtnLabel,Kabul et

AlarmAckDigitalOutputTitle,Dijital Çıkışı Etkinleştir
AlarmAckDigitalOutputQuery,'%1%'yı etkinleştirmek istediğinizden emin misiniz?
AlarmAckDigitalOutputPluralQuery,'%1%'yı etkinleştirmek istediğinizden emin misiniz?
AlarmAckGeneralQuery,Bu alarmı onaylamak istediğinizden emin misiniz?

AlarmLogActive,Alarm %1%'da etkinleştirildi

# Image panel overlay strings
AlarmOverlayTitle,%1% Etkin
AlarmOverlayAckToolTip,Alarmı Onayla


#################################################
# Search Strings
#################################################

SearchPanelEventTitle,Ara: Olay
SearchPanelAppearanceTitle,Ara: Görünüm
SearchPanelBookmarkTitle,Ara: Yer işareti
SearchPanelPixelTitle,Ara: Hareket
SearchPanelLprTitle,Ara: Araç Plakaları
SearchPanelThumbnailTitle,Ara: Küçük örnek resimler
SearchPanelPosTitle,Ara: POS İşlemleri
SearchPanelAlarmTitle,Ara: Alarmları
SearchEventTypeText,Olayları şunun için ara:
SearchEventTypeMotion,Hareketli Olaylar
SearchEventTypeDigitalInput,Dijital Giriş Olayları
SearchEventTypeClassifiedObject,Sınırlandırılmış Nesne Olayları
SearchTextSourcesText,Aranacak POS İşlemi Kaynakları:
SearchAlarmsText,Aranacak Alarmlar:
SearchCancelButtonText,Aramayı Durdur
SearchPixelThresholdText,Eşik:
SearchPixelResultSeparateText,Bağımsız nesneler
SearchPixelResultJoinText,Zaman aralığı
SearchPixelResultJoinPostText,saniyeden az olan sonuçları birleştir
SearchPixelSettingsGroupBoxText,Piksel Arama Seçenekleri:
SearchClassifiedObjectSettingsGroupBoxText,Sınıflandırılmış Nesne Arama Seçenekleri:
SearchClassifiedDwellTimeText,Minimum Eşik Süresi:
SearchClassifiedResultJoinText,Zamana göre birleştirildi
SearchClassifiedDisplayResultsText,Sonuçları Şu Şekilde Göster:
SearchClassifiedDwellTimePostText,saniye
SearchClassifiedCertaintyText,Güven Düzeyi:
SearchPixelModeToolbarButtonText,Piksel Hareketi
SearchClassifiedObjectModeToolbarButtonText,Sınıflandırılmış Nesne Hareketi
SearchLprGroupBoxText,Araç Plakası Arama Seçenekleri:
SearchLprPlateText,Araç Plakası:
SearchLprMinConfidenceLabel,Min. Kesinlik:
SearchLprMinLabelConfidenceLabel,0%%
SearchLprMaxLabelConfidenceLabel,100%%
SearchLprConfidenceValueSuffixLabel,%%
SearchBookmarkLabel,Ara:
SearchPosLabel,Arama Metni:
SearchPosTextLabel,Metin:
SearchPosMethodLabel,Metot:
SearchPosMatchCaseLabel,Büyük/küçük harf eşleştir
SearchPosMatchWholeWordLabel,Tüm sözcüğü eşleştir
SearchPosMethodNormal,Normal
SearchPosMethodWildCards,Joker karakterler
SearchPosMethodRegex,Sıradan ifadeler
SearchApperanceDeviceLabel,Cihaz:
SearchApperanceDateTimeLabel,Tarih ve Saat:
SearchApperanceReferenceImageLabel,Referans Resim:
SearchResultActionExportText,Bu olayı aktar
SearchResultActionRefineText,Bu olay üzerinde bir hareket araması gerçekleştir
SearchResultActionEditBookmarkText,Bu yer işaretini düzenle
SearchResultActionAddBookmarkText,Bu olayı işaretle
SearchResultActionAddToNewView,Yeni Görünüme Ekle
SearchResultActionIndividualClassifiedObjectSearchText,Bu olaydaki bağımsız nesneleri bul
SearchResultColumnType,Tür
SearchResultColumnCluster,Site
SearchResultColumnServer,Sunucu
SearchResultColumnDevice,Kamera
SearchResultColumnStartDate,Başlangıç Tarihi
SearchResultColumnStartTime,Başlangıç Zamanı
SearchResultColumnStartMs,Başlangıç Zamanı (ms)
SearchResultColumnEndDate,Bitiş Tarihi
SearchResultColumnEndTime,Bitiş Zamanı
SearchResultColumnEndMs,Bitiş Zamanı (ms)
SearchResultColumnDate,Tarih
SearchResultColumnTime,Zaman
SearchResultColumnMs,Zaman (ms)
SearchResultColumnDuration,Süre
SearchResultColumnDigitalInput,Kaynak
SearchResultColumnLprString,Araç Plakası
SearchResultColumnTextSource,İşlem Kaynağı
SearchResultColumnAlarm,Alarm
SearchResultColumnEvent,Olay
SearchResultColumnNote,Not
SearchResultColumnTitle,Başlık
SearchResultColumnObjectId,Kimlik
SearchResultColumnObjectType,Tür
SearchResultColumnCertainty,Güven Düzeyi
SearchResultColumnDwellTime,Süre
SearchResultColumnPersonCount,Kişi Sayısı
SearchResultColumnVehicleCount,Araç Sayısı
SearchResultColumnTotalCount,Nesne Sayısı
SearchResultColumnMaxCertainty,Maksimum Güven Düzeyi
SearchResultColumnMinCertainty,Minimum Güven Düzeyi
SearchResultColumnAvgCertainty,Ortalama Güven Düzeyi
SearchResultColumnScore,Skor
SearchResultColumnDistance,Mesafe
SearchResultColumnTimeDifference,Saat Farkı
SearchResultCountString,%1% sonuç bulundu
SearchResultSearchResultCount,sonuç bulundu
SearchResultInfoDigitalInput,Dijital Giriş Etkinliği
SearchResultInfoDigitalInputSource,Giriş:
SearchResultInfoBookmark,Yer işareti
SearchResultInfoMotion,Hareketli Etkinliği
SearchResultInfoDetectionBox,Sınıflandırılmış Nesne Olayı
SearchResultInfoDetectionBoxSummary,Sınıflandırılmış Nesne Özeti Olayı
SearchResultInfoAppearanceSearchSummary,Görünüm
SearchResultInfoLpr,Araç Plakası
SearchResultInfoStartTime,Başlat:
SearchResultInfoEndTime,Bitir:
SearchResultInfoDurationLabel,Süre:
SearchResultInfoLprString,Araç Plakası:
SearchResultInfoLprConfidence,Güven:
SearchResultInfoBookmarkName,Adı:
SearchResultInfoBookmarkUserName,Oluşturan:
SearchResultInfoBookmarkCameras,Kamera(lar):
SearchResultInfoBookmarkCreationTime,Oluşturulduğu Tarih:
SearchResultInfoBookmarkDescription,Tanım:
SearchResultInfoPos,POS İşlemi
SearchResultInfoAlarm,Alarmı:
SearchResultInfoAlarmNote,Yorum:


SearchSystemTreeTitle,Aranacak Kamera(lar):
SearchSystemTreeTitleSingle,Aranacak Kamera:
SearchChangeButtonText,Aramayı Değiştir
SearchStartButtonText,Ara
SearchSpinnerText,Arıyor...
SearchResultEventTypeDigitalInput,Dijital Giriş
SearchResultEventTypeMotion,Hareketli
SearchResultEventTypeAnalyticEvent,Sınıflandırılmış Nesne
SearchResultEventTypeBookmark,Yer işareti
SearchTimeRangeText,Aranacak Zaman Aralığı:
SearchExportToCsvText,Sonuçları bir dosyaya aktar
SearchExportToCsvFilter,CSV dosyaları (*.csv)|*.csv|Metin dosyaları (*.txt)|*.txt|Tüm dosyalar (*.*)|*.*
SearchReSearchButtonText,Tekrar Ara
SearchStepInButtonText,Yaklaştır
SearchStepOutButtonText,Geri
SearchOpenViewButtonText,Görünümde Aç
SearchThumbnailLargeSizeText,Büyük Boy Örnek Resimler
SearchThumbnailMidSizeText,Orta Boy Örnek Resimler
SearchThumbnailSmallSizeText,Küçük Boy Örnek Resimler

#################################################
# Save File Dialog Strings
#################################################

ErrorNoFile,Dosya adı belirtilmeli.
ErrorNoDirectory,Dosya için geçerli bir dizin belirtilmeli.
ErrorDirectoryDoesntExist,'%1%' adlı dizin mevcut değil.  Oluşturulsun mu?
ErrorCreatingDirectory,Hata: Dizin oluşturulamadı.
OverwritePossiblePrompt,Adları '%1%' ile başlayan dosyaların üzerine yazılabilir. Devam edilsin mi?

#################################################
# Export Strings
#################################################

ExportTitle,Dışa Aktarma
ExportPreviewGroupText,Ön İzleme
ExportPropertiesGroupText,Klip oluşturma Seçenekleri
ExportTypeLabel,Format:
ExportTypeAVE,Orijinal
ExportTypeAVI,AVI video
ExportTypePNG,PNG görüntüsü
ExportTypePNGMulti,PNG görüntüleri
ExportTypeJPEG,JPEG görüntüsü
ExportTypeJPEGMulti,JPEG görüntüleri
ExportTypePGM,PGM görüntüsü
ExportTypePGMMulti,PGM görüntüleri
ExportTypeTIFF,TIFF görüntüsü
ExportTypeTIFFMulti,TIFF görüntüleri
ExportTypePrint,Görüntüyü yazdır
ExportTypePDF,PDF dosyası
ExportTypeWAV,WAV ses dosyası
ExportRateLabel,Görüntü Hızı:
ExportRateFractionText,Dışa aktarma yeri
ExportRateFullLabel,Tam
ExportRatePeriodicLabel,Özel (ips)
ExportImageCountLabel,Dışa Aktarılacak Görüntüler:
ExportImageCountUnlimited,Sınırısız
ExportPlayerWithDataText,Kontrol Merkezi Oynatıcı Kurulum Dosyalarını Yarat
ExportEncoderLabel,Şifreleyici:
ExportEncoderNone,Yok
ExportVC1EncoderName,VC-1 (Windows Media Video)
ExportH264EncoderName,H.264 (MPEG-4 AVC)
ExportMJPEGEncoderName,M-JPEG (Hareketli JPEG)
ExportCompressionLabel,Sıkıştırma:
ExportCompressionHigh,Yüksek
ExportCompressionMedium,Orta
ExportCompressionLow,Düşük
ExportResolutionLabel,Çözünürlük:
ExportRoiLabel,Görüntü bölgesini değiştir...
ExportRoiFormTitle,Görüntü Bölgesini Değiştir
ExportRoiFormCaption,Dışa aktarılacak görüntünün bölgesini seç.
ExportSplitFilesSectionLabel,Depolama:
ExportMaxFileSizeLabel,Maksimum dosya boyutu:
ExportSplitFilesPostLabel,MB
ExportSplitFilesUnlimited,Sınırısız
ExportSplitFilesCD,650 (CD-ROM)
ExportSplitFilesLongCD,700 (CD-ROM)
ExportSplitFilesCD90min,800 (CD-ROM)
ExportSplitFilesDVD,4,700 (DVD-ROM)
ExportSplitFilesDLDVD,8,500 (DVD-R DL)
ExportSplitFilesBD,26,844 (BR-R)
ExportSplitFilesDLBD,53,687 (BR-R DL)
ExportSkipGapsLabel,Kayıttaki kesintileri geç
ExportOverlaysLabel,Bindirmeler:
ExportOverlaysLocation,Kamera konumu
